subscriber_id,segment_truth,days_since_last_visit,purchase_count_90d,avg_order_value,last_category,subscribe_channel,is_loyalty_member,state,last_engagement_date
sub_00685,high_intent_browser,5,0,63.58,wellness,paid_social,False,GA,2026-04-26
sub_00686,new_subscriber,2,0,25.48,kids,referral,False,CA,2026-04-29
sub_00687,new_subscriber,2,0,55.85,apparel,paid_social,False,OH,2026-04-29
sub_00688,new_subscriber,4,0,55.55,home,paid_social,True,PA,2026-04-27
sub_00689,high_intent_browser,1,2,50.22,apparel,checkout_optin,False,PA,2026-04-30
sub_00690,post_purchase,10,5,191.33,beauty,popup,False,OH,2026-04-21
sub_00691,high_intent_browser,2,2,67.69,beauty,referral,False,FL,2026-04-29
sub_00692,high_intent_browser,6,0,55.06,apparel,referral,False,PA,2026-04-25
sub_00693,high_intent_browser,3,0,44.89,home,popup,False,FL,2026-04-28
sub_00694,new_subscriber,1,0,39.51,wellness,popup,False,MA,2026-04-30
sub_00695,post_purchase,10,8,63.66,electronics,referral,False,GA,2026-04-21
sub_00696,price_sensitive,6,3,48.64,apparel,loyalty_signup,False,NY,2026-04-25
sub_00697,winback_dormant,82,12,332.19,home,referral,False,TX,2026-02-08
sub_00698,price_sensitive,22,4,83.91,kids,loyalty_signup,False,WA,2026-04-09
sub_00699,price_sensitive,22,4,55.76,kids,checkout_optin,False,GA,2026-04-09
sub_00700,high_intent_browser,4,2,29.12,electronics,popup,False,NY,2026-04-27
sub_00701,high_intent_browser,2,0,34.59,beauty,popup,False,NY,2026-04-29
sub_00702,winback_dormant,68,3,254.95,electronics,popup,False,WA,2026-02-22
sub_00703,post_purchase,8,4,61.09,home,paid_social,False,TX,2026-04-23
sub_00704,high_intent_browser,5,1,39.01,apparel,loyalty_signup,False,OH,2026-04-26
sub_00705,winback_dormant,79,7,123.55,kids,popup,True,MA,2026-02-11
sub_00706,high_intent_browser,4,0,44.97,kids,popup,False,CA,2026-04-27
sub_00707,winback_dormant,123,5,107.99,beauty,loyalty_signup,False,OH,2025-12-29
sub_00708,high_intent_browser,6,0,24.96,beauty,checkout_optin,True,NY,2026-04-25
sub_00709,high_intent_browser,4,0,34.6,wellness,referral,False,OH,2026-04-27
sub_00710,new_subscriber,2,0,60.34,apparel,checkout_optin,False,WA,2026-04-29
sub_00711,high_intent_browser,8,1,45.96,electronics,referral,False,CA,2026-04-23
sub_00712,high_intent_browser,3,0,15.21,apparel,paid_social,False,FL,2026-04-28
sub_00713,high_intent_browser,5,1,42.75,apparel,loyalty_signup,False,MA,2026-04-26
sub_00714,new_subscriber,4,0,9.83,beauty,loyalty_signup,False,NY,2026-04-27
sub_00715,new_subscriber,3,0,39.56,apparel,referral,True,TX,2026-04-28
sub_00716,post_purchase,8,3,161.23,wellness,checkout_optin,False,TX,2026-04-23
sub_00717,high_intent_browser,5,1,48.11,electronics,popup,False,PA,2026-04-26
sub_00718,high_intent_browser,5,1,37.39,kids,loyalty_signup,False,WA,2026-04-26
sub_00719,high_intent_browser,5,0,21.7,apparel,referral,False,MA,2026-04-26
sub_00720,high_intent_browser,5,1,39.88,kids,popup,False,PA,2026-04-26
sub_00721,high_intent_browser,6,2,58.24,wellness,referral,False,GA,2026-04-25
sub_00722,post_purchase,6,5,103.7,kids,popup,False,GA,2026-04-25
sub_00723,winback_dormant,97,7,29.38,apparel,popup,False,FL,2026-01-24
sub_00724,high_intent_browser,2,0,19.42,home,referral,False,IL,2026-04-29
sub_00725,high_intent_browser,7,0,39.2,beauty,popup,False,MA,2026-04-24
sub_00726,post_purchase,6,4,217.16,apparel,referral,True,FL,2026-04-25
sub_00727,high_intent_browser,2,1,39.3,home,paid_social,False,OH,2026-04-29
sub_00728,post_purchase,0,2,34.97,wellness,paid_social,False,OH,2026-05-01
sub_00729,high_intent_browser,1,0,25.99,home,paid_social,False,FL,2026-04-30
sub_00730,new_subscriber,2,0,53.36,wellness,checkout_optin,True,IL,2026-04-29
sub_00731,high_intent_browser,5,1,7.92,home,paid_social,False,OH,2026-04-26
sub_00732,vip_loyalist,8,19,902.1,home,referral,True,WA,2026-04-23
sub_00733,new_subscriber,2,0,53.68,home,loyalty_signup,False,NY,2026-04-29
sub_00734,new_subscriber,2,0,38.11,kids,loyalty_signup,False,CA,2026-04-29
sub_00735,high_intent_browser,8,1,41.18,apparel,referral,False,OH,2026-04-23
sub_00736,post_purchase,9,3,157.88,electronics,popup,False,TX,2026-04-22
sub_00737,price_sensitive,11,3,83.87,electronics,popup,False,WA,2026-04-20
sub_00738,post_purchase,10,3,86.51,kids,checkout_optin,False,WA,2026-04-21
sub_00739,price_sensitive,20,6,35.08,home,popup,False,CA,2026-04-11
sub_00740,price_sensitive,22,6,53.44,home,referral,False,GA,2026-04-09
sub_00741,winback_dormant,108,12,210.91,beauty,referral,False,WA,2026-01-13
sub_00742,high_intent_browser,4,1,62.12,beauty,popup,False,GA,2026-04-27
sub_00743,new_subscriber,3,0,46.26,beauty,checkout_optin,False,GA,2026-04-28
sub_00744,post_purchase,11,6,4.24,apparel,paid_social,False,FL,2026-04-20
sub_00745,high_intent_browser,4,0,51.83,home,popup,False,NY,2026-04-27
sub_00746,price_sensitive,9,5,39.14,beauty,referral,False,OH,2026-04-22
sub_00747,post_purchase,9,5,88.52,kids,referral,False,CA,2026-04-22
sub_00748,high_intent_browser,3,1,13.52,electronics,paid_social,False,TX,2026-04-28
sub_00749,post_purchase,4,6,173.19,kids,referral,False,NY,2026-04-27
sub_00750,price_sensitive,25,2,129.27,beauty,loyalty_signup,True,MA,2026-04-06
sub_00751,vip_loyalist,16,18,1491.26,wellness,loyalty_signup,True,TX,2026-04-15
sub_00752,high_intent_browser,4,0,29.54,beauty,referral,False,WA,2026-04-27
sub_00753,new_subscriber,4,0,29.91,apparel,paid_social,False,WA,2026-04-27
sub_00754,post_purchase,1,9,116.04,kids,popup,False,MA,2026-04-30
sub_00755,high_intent_browser,4,1,27.6,apparel,checkout_optin,False,FL,2026-04-27
sub_00756,new_subscriber,1,0,38.35,electronics,checkout_optin,False,WA,2026-04-30
sub_00757,post_purchase,13,6,164.36,home,referral,False,PA,2026-04-18
sub_00758,vip_loyalist,13,11,1089.9,beauty,loyalty_signup,True,OH,2026-04-18
sub_00759,high_intent_browser,5,0,28.0,wellness,loyalty_signup,False,OH,2026-04-26
sub_00760,high_intent_browser,2,1,44.96,kids,checkout_optin,False,GA,2026-04-29
sub_00761,post_purchase,10,8,91.43,kids,referral,False,WA,2026-04-21
sub_00762,vip_loyalist,12,13,0,apparel,popup,True,NY,2026-04-19
sub_00763,new_subscriber,4,2,43.45,wellness,checkout_optin,False,NY,2026-04-27
sub_00764,high_intent_browser,6,0,71.61,electronics,popup,False,PA,2026-04-25
sub_00765,vip_loyalist,12,25,632.19,kids,loyalty_signup,True,GA,2026-04-19
sub_00766,high_intent_browser,4,1,57.01,apparel,popup,False,IL,2026-04-27
sub_00767,new_subscriber,3,0,62.07,apparel,checkout_optin,False,PA,2026-04-28
sub_00768,new_subscriber,4,0,41.09,home,checkout_optin,False,OH,2026-04-27
sub_00769,price_sensitive,18,1,25.17,electronics,paid_social,False,PA,2026-04-13
sub_00770,post_purchase,10,4,117.44,wellness,checkout_optin,True,IL,2026-04-21
sub_00771,price_sensitive,35,4,87.45,home,referral,False,OH,2026-03-27
sub_00772,price_sensitive,9,2,79.81,electronics,checkout_optin,False,PA,2026-04-22
sub_00773,new_subscriber,1,0,20.04,wellness,checkout_optin,False,TX,2026-04-30
sub_00774,price_sensitive,5,3,81.75,home,paid_social,False,NY,2026-04-26
sub_00775,high_intent_browser,8,0,42.24,home,referral,False,FL,2026-04-23
sub_00776,price_sensitive,23,0,46.26,beauty,paid_social,False,GA,2026-04-08
sub_00777,new_subscriber,5,1,56.5,home,popup,False,MA,2026-04-26
sub_00778,post_purchase,3,6,183.34,apparel,checkout_optin,False,OH,2026-04-28
sub_00779,post_purchase,7,3,231.67,electronics,referral,False,NY,2026-04-24
sub_00780,high_intent_browser,3,0,13.53,electronics,paid_social,False,NY,2026-04-28
sub_00781,high_intent_browser,5,1,30.03,apparel,paid_social,True,MA,2026-04-26
sub_00782,high_intent_browser,5,0,33.18,wellness,checkout_optin,False,WA,2026-04-26
sub_00783,high_intent_browser,3,1,0,beauty,loyalty_signup,False,OH,2026-04-28
sub_00784,post_purchase,8,4,5.81,beauty,checkout_optin,False,IL,2026-04-23
sub_00785,high_intent_browser,3,1,45.47,home,popup,False,PA,2026-04-28
sub_00786,high_intent_browser,5,3,9.9,apparel,popup,False,NY,2026-04-26
sub_00787,price_sensitive,24,3,65.43,beauty,checkout_optin,False,WA,2026-04-07
sub_00788,new_subscriber,0,1,23.18,apparel,paid_social,False,OH,2026-05-01
sub_00789,new_subscriber,3,0,14.21,wellness,referral,False,MA,2026-04-28
sub_00790,post_purchase,8,3,186.49,wellness,checkout_optin,False,OH,2026-04-23
sub_00791,post_purchase,8,6,172.3,electronics,popup,True,PA,2026-04-23
sub_00792,new_subscriber,3,0,45.06,kids,checkout_optin,True,MA,2026-04-28
sub_00793,new_subscriber,3,0,31.92,electronics,loyalty_signup,False,FL,2026-04-28
sub_00794,price_sensitive,25,5,51.78,home,paid_social,False,TX,2026-04-06
sub_00795,high_intent_browser,8,0,28.47,home,popup,False,WA,2026-04-23
sub_00796,new_subscriber,1,0,32.66,apparel,paid_social,False,PA,2026-04-30
sub_00797,winback_dormant,14,6,298.82,beauty,referral,False,WA,2026-04-17
sub_00798,price_sensitive,16,2,23.87,apparel,paid_social,True,PA,2026-04-15
sub_00799,high_intent_browser,4,1,30.38,electronics,paid_social,False,TX,2026-04-27
sub_00800,new_subscriber,3,0,30.23,apparel,paid_social,True,NY,2026-04-28
sub_00801,high_intent_browser,8,0,48.33,home,paid_social,False,NY,2026-04-23
sub_00802,high_intent_browser,5,0,2.73,electronics,loyalty_signup,True,PA,2026-04-26
sub_00803,high_intent_browser,4,2,38.51,kids,popup,False,OH,2026-04-27
sub_00804,high_intent_browser,3,0,42.86,home,paid_social,False,CA,2026-04-28
sub_00805,vip_loyalist,7,32,771.58,kids,referral,True,IL,2026-04-24
sub_00806,vip_loyalist,13,18,1451.5,wellness,loyalty_signup,True,PA,2026-04-18
sub_00807,price_sensitive,22,3,61.95,electronics,paid_social,False,OH,2026-04-09
sub_00808,high_intent_browser,4,0,41.47,beauty,loyalty_signup,True,OH,2026-04-27
sub_00809,post_purchase,4,4,198.07,beauty,referral,False,OH,2026-04-27
sub_00810,high_intent_browser,9,0,76.84,home,paid_social,False,TX,2026-04-22
sub_00811,winback_dormant,89,5,59.63,wellness,popup,True,TX,2026-02-01
sub_00812,price_sensitive,11,0,48.8,kids,popup,False,NY,2026-04-20
sub_00813,high_intent_browser,5,0,18.29,electronics,popup,False,MA,2026-04-26
sub_00814,price_sensitive,11,4,47.29,kids,loyalty_signup,False,GA,2026-04-20
sub_00815,price_sensitive,6,2,84.71,beauty,paid_social,False,OH,2026-04-25
sub_00816,price_sensitive,20,2,62.65,beauty,loyalty_signup,False,IL,2026-04-11
sub_00817,post_purchase,2,3,155.95,wellness,loyalty_signup,False,TX,2026-04-29
sub_00818,post_purchase,7,3,190.66,beauty,referral,False,NY,2026-04-24
sub_00819,vip_loyalist,17,28,1271.83,home,loyalty_signup,True,IL,2026-04-14
sub_00820,high_intent_browser,6,3,46.71,electronics,popup,False,MA,2026-04-25
sub_00821,post_purchase,7,9,233.94,electronics,loyalty_signup,False,GA,2026-04-24
sub_00822,high_intent_browser,4,0,21.85,home,checkout_optin,False,WA,2026-04-27
sub_00823,vip_loyalist,11,38,1012.58,wellness,popup,True,GA,2026-04-20
sub_00824,post_purchase,6,2,155.6,wellness,referral,False,MA,2026-04-25
sub_00825,high_intent_browser,3,3,61.92,kids,loyalty_signup,False,FL,2026-04-28
sub_00826,post_purchase,5,4,200.61,apparel,popup,False,IL,2026-04-26
sub_00827,new_subscriber,2,1,23.35,electronics,referral,False,GA,2026-04-29
sub_00828,price_sensitive,25,5,73.89,kids,checkout_optin,False,FL,2026-04-06
sub_00829,price_sensitive,12,2,133.51,kids,referral,False,CA,2026-04-19
sub_00830,new_subscriber,4,2,38.18,electronics,popup,True,PA,2026-04-27
sub_00831,new_subscriber,3,0,34.8,beauty,checkout_optin,False,GA,2026-04-28
sub_00832,price_sensitive,12,5,55.37,wellness,popup,False,GA,2026-04-19
sub_00833,post_purchase,8,3,160.76,apparel,popup,True,CA,2026-04-23
sub_00834,post_purchase,10,3,72.36,apparel,paid_social,False,WA,2026-04-21
sub_00835,high_intent_browser,5,0,44.11,wellness,popup,False,OH,2026-04-26
sub_00836,price_sensitive,10,4,107.21,wellness,paid_social,True,GA,2026-04-21
sub_00837,price_sensitive,24,4,2.32,home,popup,False,MA,2026-04-07
sub_00838,new_subscriber,2,2,52.1,beauty,loyalty_signup,False,MA,2026-04-29
sub_00839,high_intent_browser,1,0,17.79,apparel,loyalty_signup,False,FL,2026-04-30
sub_00840,winback_dormant,18,5,0,apparel,referral,False,OH,2026-04-13
sub_00841,new_subscriber,1,0,30.24,kids,referral,False,OH,2026-04-30
sub_00842,high_intent_browser,4,2,51.48,kids,popup,False,FL,2026-04-27
sub_00843,high_intent_browser,7,0,9.8,beauty,referral,False,OH,2026-04-24
sub_00844,winback_dormant,101,4,345.09,apparel,checkout_optin,False,MA,2026-01-20
sub_00845,winback_dormant,148,11,318.61,wellness,loyalty_signup,False,CA,2025-12-04
sub_00846,vip_loyalist,12,19,1433.77,apparel,referral,True,OH,2026-04-19
sub_00847,new_subscriber,4,0,19.45,apparel,checkout_optin,False,IL,2026-04-27
sub_00848,vip_loyalist,21,26,1134.8,beauty,referral,True,NY,2026-04-10
sub_00849,high_intent_browser,3,2,23.17,beauty,popup,True,IL,2026-04-28
sub_00850,high_intent_browser,5,0,12.93,home,checkout_optin,False,WA,2026-04-26
sub_00851,new_subscriber,1,0,41.13,kids,paid_social,False,IL,2026-04-30
sub_00852,new_subscriber,3,1,28.03,kids,popup,False,NY,2026-04-28
sub_00853,high_intent_browser,5,0,36.85,home,popup,False,PA,2026-04-26
sub_00854,post_purchase,4,4,199.24,beauty,checkout_optin,False,CA,2026-04-27
sub_00855,high_intent_browser,6,0,28.65,beauty,referral,False,MA,2026-04-25
sub_00856,new_subscriber,3,0,42.04,electronics,loyalty_signup,False,OH,2026-04-28
sub_00857,price_sensitive,27,5,11.36,apparel,loyalty_signup,False,IL,2026-04-04
sub_00858,new_subscriber,3,0,27.93,kids,referral,False,GA,2026-04-28
sub_00859,winback_dormant,169,12,175.32,wellness,referral,False,IL,2025-11-13
sub_00860,price_sensitive,13,4,50.88,wellness,referral,False,CA,2026-04-18
sub_00861,price_sensitive,8,1,106.87,home,referral,False,OH,2026-04-23
sub_00862,new_subscriber,2,0,26.96,wellness,checkout_optin,False,PA,2026-04-29
sub_00863,post_purchase,5,4,277.72,wellness,referral,False,GA,2026-04-26
sub_00864,high_intent_browser,7,0,47.58,apparel,loyalty_signup,False,PA,2026-04-24
sub_00865,price_sensitive,12,4,45.17,apparel,referral,False,FL,2026-04-19
sub_00866,new_subscriber,2,0,0,home,referral,False,WA,2026-04-29
sub_00867,vip_loyalist,0,38,198.59,kids,referral,True,WA,2026-05-01
sub_00868,price_sensitive,18,5,105.58,electronics,loyalty_signup,False,TX,2026-04-13
sub_00869,high_intent_browser,7,0,20.11,electronics,loyalty_signup,False,WA,2026-04-24
sub_00870,winback_dormant,93,8,88.41,kids,popup,False,CA,2026-01-28
sub_00871,price_sensitive,18,4,0,beauty,referral,False,PA,2026-04-13
sub_00872,post_purchase,6,5,135.12,beauty,popup,False,OH,2026-04-25
sub_00873,post_purchase,6,4,164.68,wellness,loyalty_signup,False,FL,2026-04-25
sub_00874,high_intent_browser,6,1,46.44,kids,loyalty_signup,False,FL,2026-04-25
sub_00875,high_intent_browser,3,0,37.08,electronics,loyalty_signup,False,TX,2026-04-28
sub_00876,vip_loyalist,9,14,594.16,home,loyalty_signup,True,OH,2026-04-22
sub_00877,high_intent_browser,4,1,14.25,electronics,checkout_optin,False,WA,2026-04-27
sub_00878,high_intent_browser,1,1,40.67,home,referral,False,FL,2026-04-30
sub_00879,price_sensitive,6,3,35.26,electronics,paid_social,False,MA,2026-04-25
sub_00880,high_intent_browser,6,0,35.34,kids,referral,False,WA,2026-04-25
sub_00881,price_sensitive,8,1,83.59,wellness,checkout_optin,False,CA,2026-04-23
sub_00882,price_sensitive,22,3,73.6,home,checkout_optin,False,PA,2026-04-09
sub_00883,post_purchase,3,2,44.76,home,paid_social,False,TX,2026-04-28
sub_00884,new_subscriber,3,0,30.67,home,checkout_optin,False,TX,2026-04-28
sub_00885,price_sensitive,20,3,95.65,wellness,checkout_optin,False,IL,2026-04-11
sub_00886,high_intent_browser,3,0,65.83,home,paid_social,False,CA,2026-04-28
sub_00887,high_intent_browser,1,1,65.17,electronics,loyalty_signup,False,CA,2026-04-30
sub_00888,new_subscriber,2,0,0,beauty,checkout_optin,False,WA,2026-04-29
sub_00889,price_sensitive,16,2,63.24,apparel,paid_social,False,PA,2026-04-15
sub_00890,price_sensitive,5,3,60.16,wellness,loyalty_signup,False,PA,2026-04-26
sub_00891,price_sensitive,11,5,52.25,home,paid_social,False,FL,2026-04-20
sub_00892,winback_dormant,102,8,195.21,wellness,referral,False,PA,2026-01-19
sub_00893,price_sensitive,12,6,82.08,beauty,referral,False,PA,2026-04-19
sub_00894,high_intent_browser,4,0,33.68,beauty,paid_social,False,TX,2026-04-27
sub_00895,winback_dormant,113,6,122.5,beauty,referral,True,FL,2026-01-08
sub_00896,vip_loyalist,11,25,111.23,beauty,loyalty_signup,True,CA,2026-04-20
sub_00897,winback_dormant,103,10,173.48,wellness,paid_social,False,NY,2026-01-18
sub_00898,new_subscriber,0,0,39.8,home,checkout_optin,True,OH,2026-05-01
sub_00899,new_subscriber,5,0,59.24,electronics,popup,False,CA,2026-04-26
sub_00900,price_sensitive,8,1,39.9,home,loyalty_signup,False,CA,2026-04-23
sub_00901,high_intent_browser,5,1,45.63,home,paid_social,False,NY,2026-04-26
sub_00902,winback_dormant,146,11,198.89,apparel,paid_social,False,PA,2025-12-06
sub_00903,winback_dormant,43,7,148.86,apparel,referral,False,IL,2026-03-19
sub_00904,vip_loyalist,11,31,1074.79,beauty,checkout_optin,True,CA,2026-04-20
sub_00905,post_purchase,14,3,60.36,beauty,referral,False,CA,2026-04-17
sub_00906,price_sensitive,15,2,103.04,wellness,popup,False,TX,2026-04-16
sub_00907,price_sensitive,17,3,66.0,wellness,referral,False,TX,2026-04-14
sub_00908,vip_loyalist,15,19,1031.04,kids,loyalty_signup,True,GA,2026-04-16
sub_00909,high_intent_browser,5,1,17.56,beauty,paid_social,False,CA,2026-04-26
sub_00910,high_intent_browser,5,1,45.59,apparel,referral,False,FL,2026-04-26
sub_00911,new_subscriber,3,0,61.81,beauty,checkout_optin,False,GA,2026-04-28
sub_00912,price_sensitive,15,4,44.09,home,popup,False,PA,2026-04-16
sub_00913,high_intent_browser,4,0,6.45,kids,paid_social,False,OH,2026-04-27
sub_00914,vip_loyalist,16,32,1171.47,apparel,referral,True,GA,2026-04-15
sub_00915,new_subscriber,3,0,30.95,electronics,referral,True,FL,2026-04-28
sub_00916,vip_loyalist,8,28,482.96,wellness,popup,True,PA,2026-04-23
sub_00917,high_intent_browser,5,0,17.73,electronics,checkout_optin,False,WA,2026-04-26
sub_00918,high_intent_browser,3,0,61.11,electronics,loyalty_signup,False,FL,2026-04-28
sub_00919,post_purchase,9,5,193.6,kids,referral,False,NY,2026-04-22
sub_00920,high_intent_browser,6,0,40.41,wellness,referral,False,CA,2026-04-25
sub_00921,price_sensitive,15,4,115.99,electronics,paid_social,False,GA,2026-04-16
sub_00922,high_intent_browser,4,0,17.59,kids,popup,False,PA,2026-04-27
sub_00923,price_sensitive,22,2,52.26,electronics,paid_social,False,TX,2026-04-09
sub_00924,new_subscriber,0,0,34.06,wellness,popup,True,MA,2026-05-01
sub_00925,winback_dormant,81,10,335.51,apparel,referral,True,OH,2026-02-09
sub_00926,high_intent_browser,6,0,64.12,home,loyalty_signup,False,IL,2026-04-25
sub_00927,price_sensitive,34,3,38.24,kids,referral,False,GA,2026-03-28
sub_00928,high_intent_browser,5,1,38.56,electronics,loyalty_signup,False,PA,2026-04-26
sub_00929,winback_dormant,128,10,306.64,apparel,referral,False,IL,2025-12-24
sub_00930,high_intent_browser,6,0,48.19,beauty,checkout_optin,False,WA,2026-04-25
sub_00931,winback_dormant,198,10,100.25,wellness,checkout_optin,True,WA,2025-10-15
sub_00932,winback_dormant,98,6,135.78,beauty,popup,False,NY,2026-01-23
sub_00933,high_intent_browser,2,1,15.16,home,paid_social,False,IL,2026-04-29
sub_00934,post_purchase,9,2,132.33,kids,paid_social,False,NY,2026-04-22
sub_00935,vip_loyalist,10,33,928.6,wellness,popup,True,GA,2026-04-21
sub_00936,post_purchase,9,7,17.99,electronics,popup,False,IL,2026-04-22
sub_00937,high_intent_browser,4,1,27.85,kids,loyalty_signup,False,OH,2026-04-27
sub_00938,price_sensitive,21,4,95.9,kids,loyalty_signup,False,IL,2026-04-10
sub_00939,new_subscriber,0,0,65.25,apparel,paid_social,False,GA,2026-05-01
sub_00940,high_intent_browser,0,1,35.15,kids,paid_social,False,TX,2026-05-01
sub_00941,vip_loyalist,14,30,521.19,apparel,checkout_optin,True,WA,2026-04-17
sub_00942,vip_loyalist,5,23,720.28,electronics,checkout_optin,True,CA,2026-04-26
sub_00943,price_sensitive,2,5,89.27,beauty,popup,False,TX,2026-04-29
sub_00944,high_intent_browser,3,2,31.87,kids,checkout_optin,False,MA,2026-04-28
sub_00945,new_subscriber,2,0,31.13,beauty,checkout_optin,False,PA,2026-04-29
sub_00946,price_sensitive,22,5,25.94,electronics,loyalty_signup,False,NY,2026-04-09
sub_00947,vip_loyalist,10,14,559.68,kids,popup,True,OH,2026-04-21
sub_00948,vip_loyalist,5,9,318.67,beauty,loyalty_signup,True,WA,2026-04-26
sub_00949,post_purchase,6,5,143.77,beauty,referral,False,IL,2026-04-25
sub_00950,price_sensitive,25,6,54.05,home,checkout_optin,False,PA,2026-04-06
sub_00951,price_sensitive,11,4,37.61,home,paid_social,True,WA,2026-04-20
sub_00952,post_purchase,5,7,25.53,wellness,paid_social,False,PA,2026-04-26
sub_00953,high_intent_browser,7,2,14.2,home,popup,False,MA,2026-04-24
sub_00954,high_intent_browser,5,0,14.45,electronics,paid_social,False,TX,2026-04-26
sub_00955,post_purchase,6,5,163.05,kids,referral,False,CA,2026-04-25
sub_00956,winback_dormant,100,9,235.71,beauty,referral,False,TX,2026-01-21
sub_00957,high_intent_browser,8,0,28.54,kids,paid_social,False,PA,2026-04-23
sub_00958,post_purchase,14,5,146.86,wellness,referral,False,CA,2026-04-17
sub_00959,price_sensitive,24,5,31.56,electronics,checkout_optin,False,OH,2026-04-07
sub_00960,price_sensitive,11,1,114.92,wellness,paid_social,True,WA,2026-04-20
sub_00961,price_sensitive,15,4,36.13,wellness,popup,False,CA,2026-04-16
sub_00962,post_purchase,6,5,98.74,kids,referral,False,PA,2026-04-25
sub_00963,post_purchase,9,6,63.88,electronics,paid_social,False,GA,2026-04-22
sub_00964,vip_loyalist,2,23,1146.38,electronics,popup,True,MA,2026-04-29
sub_00965,high_intent_browser,4,0,42.5,electronics,checkout_optin,False,FL,2026-04-27
sub_00966,high_intent_browser,3,1,34.31,electronics,loyalty_signup,False,OH,2026-04-28
sub_00967,price_sensitive,19,3,10.6,wellness,checkout_optin,False,PA,2026-04-12
sub_00968,post_purchase,6,5,198.44,kids,paid_social,False,PA,2026-04-25
sub_00969,post_purchase,7,5,206.72,wellness,paid_social,True,CA,2026-04-24
sub_00970,vip_loyalist,16,17,860.04,home,loyalty_signup,True,WA,2026-04-15
sub_00971,post_purchase,0,7,236.47,apparel,paid_social,False,NY,2026-05-01
sub_00972,price_sensitive,24,3,72.25,apparel,loyalty_signup,False,MA,2026-04-07
sub_00973,vip_loyalist,17,28,763.16,apparel,popup,True,OH,2026-04-14
sub_00974,high_intent_browser,3,0,0,electronics,paid_social,False,CA,2026-04-28
sub_00975,price_sensitive,10,5,69.17,apparel,loyalty_signup,True,CA,2026-04-21
sub_00976,high_intent_browser,4,0,67.53,apparel,paid_social,False,WA,2026-04-27
sub_00977,high_intent_browser,7,2,27.5,electronics,referral,False,TX,2026-04-24
sub_00978,winback_dormant,65,8,0,kids,referral,False,IL,2026-02-25
sub_00979,price_sensitive,15,1,42.15,beauty,popup,False,CA,2026-04-16
sub_00980,vip_loyalist,13,19,1086.44,home,checkout_optin,True,MA,2026-04-18
sub_00981,price_sensitive,5,2,46.31,apparel,popup,False,OH,2026-04-26
sub_00982,high_intent_browser,4,2,58.33,beauty,popup,False,CA,2026-04-27
sub_00983,vip_loyalist,4,20,911.82,electronics,loyalty_signup,True,FL,2026-04-27
sub_00984,high_intent_browser,6,1,57.75,beauty,popup,False,NY,2026-04-25
sub_00985,price_sensitive,13,5,62.49,home,referral,False,MA,2026-04-18
sub_00986,price_sensitive,21,5,26.9,kids,popup,False,PA,2026-04-10
sub_00987,high_intent_browser,5,0,8.95,home,checkout_optin,True,MA,2026-04-26
sub_00988,price_sensitive,7,4,38.64,beauty,referral,False,NY,2026-04-24
sub_00989,post_purchase,5,7,137.09,home,loyalty_signup,False,FL,2026-04-26
sub_00990,high_intent_browser,2,0,2.88,electronics,paid_social,False,TX,2026-04-29
sub_00991,high_intent_browser,7,0,76.56,apparel,popup,False,PA,2026-04-24
sub_00992,high_intent_browser,0,1,49.3,electronics,popup,False,OH,2026-05-01
sub_00993,price_sensitive,12,5,71.71,kids,checkout_optin,False,WA,2026-04-19
sub_00994,price_sensitive,24,3,35.39,home,checkout_optin,False,CA,2026-04-07
sub_00995,winback_dormant,62,14,170.19,wellness,popup,True,IL,2026-02-28
sub_00996,high_intent_browser,3,0,79.13,wellness,referral,False,WA,2026-04-28
sub_00997,winback_dormant,109,16,100.2,kids,paid_social,False,TX,2026-01-12
sub_00998,vip_loyalist,16,35,744.15,wellness,loyalty_signup,True,OH,2026-04-15
sub_00999,price_sensitive,10,3,131.6,apparel,popup,False,NY,2026-04-21
sub_01000,post_purchase,8,4,110.42,kids,referral,False,NY,2026-04-23
sub_01001,post_purchase,8,5,147.91,apparel,paid_social,False,OH,2026-04-23
sub_01002,winback_dormant,73,10,161.35,kids,paid_social,False,GA,2026-02-17
sub_01003,vip_loyalist,5,37,789.89,kids,popup,True,NY,2026-04-26
sub_01004,high_intent_browser,5,1,52.44,apparel,loyalty_signup,False,TX,2026-04-26
sub_01005,vip_loyalist,11,24,597.73,home,paid_social,True,CA,2026-04-20
sub_01006,new_subscriber,2,0,34.04,beauty,loyalty_signup,True,WA,2026-04-29
sub_01007,new_subscriber,1,0,27.04,wellness,referral,True,NY,2026-04-30
sub_01008,high_intent_browser,2,0,39.92,kids,paid_social,True,CA,2026-04-29
sub_01009,new_subscriber,2,0,13.39,beauty,paid_social,False,MA,2026-04-29
sub_01010,high_intent_browser,3,2,24.69,beauty,referral,False,OH,2026-04-28
sub_01011,price_sensitive,24,4,47.09,beauty,referral,False,GA,2026-04-07
sub_01012,new_subscriber,1,0,11.03,kids,paid_social,False,TX,2026-04-30
sub_01013,high_intent_browser,4,2,33.67,kids,checkout_optin,False,TX,2026-04-27
sub_01014,price_sensitive,23,4,48.74,apparel,loyalty_signup,False,WA,2026-04-08
sub_01015,high_intent_browser,5,0,50.51,beauty,popup,False,IL,2026-04-26
sub_01016,new_subscriber,2,0,38.94,electronics,checkout_optin,False,PA,2026-04-29
sub_01017,post_purchase,14,6,197.33,wellness,popup,True,TX,2026-04-17
sub_01018,new_subscriber,2,0,22.59,apparel,popup,False,GA,2026-04-29
